r	00000000001
r	00000000000
r	00000000001
r	00000000001
w	00000000001
w	00000000001
r	00000000010
r	00000000000
r	00000000010
r	00000000010
w	00000000010
w	00000000010
r	00000000011
r	00000000000
r	00000000100
r	00000000000
r	00000000101
r	00000000000
r	00000000011
r	00000000101
w	00000000011
w	00000000101
r	00000000110
r	00000000000
r	00000000111
r	00000000000
r	00000000011
r	00000000000
w	00000000011
w	00000000000
r	00000000001
r	00000000000
r	00000000001
r	00000000001
w	00000000001
w	00000000001
r	00000000010
r	00000000000
r	00000000010
r	00000000010
w	00000000010
w	00000000010
r	00000000010
r	00000000000
w	00000000010
w	00000000000
r	00000000001
r	00000000000
r	00000000001
r	00000000001
w	00000000001
w	00000000001
r	00000000001
r	00000000000
w	00000000001
w	00000000000
r	00000000101
r	00000000100
r	00000000110
r	00000000100
r	00000000101
r	00000000110
w	00000000101
w	00000000110
r	00000000111
r	00000000100
r	00000000101
r	00000000100
w	00000000101
w	00000000100
r	00000000111
r	00000000110
r	00000000110
r	00000000110
w	00000000110
w	00000000110
